,property_type,place_name,price_aprox_usd,rooms,contrafrente,cochera,amenities,esp_exterior,mas_1banio,estrenar,surface,price_m2
15233,apartment,Villa Urquiza,112000.0,1.0,0,1,0,1,1,1,41.0,2731.7073170731705
15234,apartment,Recoleta,370000.0,4.0,0,0,1,1,1,0,161.0,2298.136645962733
15235,house,Mataderos,420000.0,3.0,0,1,0,0,0,0,250.0,1680.0
15236,apartment,Caballito,255000.0,4.0,0,1,1,1,1,0,88.0,2897.7272727272725
15237,apartment,Liniers,62000.0,3.0,0,0,0,0,1,0,35.0,1771.4285714285713
15238,house,Flores,255000.0,7.0,0,0,1,1,1,0,200.0,1275.0
15239,apartment,Coghlan,145000.0,2.0,0,1,0,1,1,0,56.0,2589.285714285714
15240,PH,Boedo,165000.0,3.0,0,1,0,1,1,0,120.0,1375.0
15241,PH,Palermo,399000.0,4.0,0,0,0,1,1,0,230.0,1734.7826086956522
15242,apartment,Palermo,95000.0,2.0,0,0,0,1,1,0,37.0,2567.5675675675675
15243,apartment,Villa Urquiza,125000.0,3.0,0,1,0,1,1,0,59.0,2118.64406779661
15244,house,Paternal,274000.0,5.0,0,0,0,0,1,0,195.0,1405.128205128205
15245,store,Monserrat,1250000.0,1.0,0,0,1,1,1,1,401.5,3113.3250311332504
15246,house,Puerto Madero,1050000.0,3.0,0,1,1,1,1,0,219.5,4783.5990888382685
15247,apartment,Puerto Madero,650000.0,4.0,0,1,1,1,1,0,135.0,4814.814814814815
15248,PH,Agronomía,310000.0,5.0,0,1,0,1,1,0,185.0,1675.6756756756756
15249,apartment,Barrio Norte,430000.0,4.0,0,1,0,0,1,0,230.0,1869.5652173913043
15251,apartment,Caballito,190000.0,2.0,0,1,0,1,1,0,88.0,2159.090909090909
15252,apartment,Caballito,160000.0,2.0,0,1,0,1,1,0,54.0,2962.962962962963
15253,apartment,Caballito,105000.0,1.0,0,1,1,1,1,0,43.0,2441.860465116279
15254,apartment,Almagro,139000.0,2.0,0,0,1,0,1,0,66.0,2106.060606060606
15255,house,Villa Lugano,269000.0,5.0,0,1,0,1,1,0,255.0,1054.9019607843138
15256,apartment,Villa Crespo,143500.0,3.0,0,0,0,1,1,0,52.0,2759.6153846153848
15257,apartment,Caballito,105000.0,1.0,0,0,1,0,0,0,43.0,2441.860465116279
15258,PH,Villa Urquiza,235000.0,4.0,0,0,0,1,1,0,130.0,1807.6923076923076
15259,PH,Villa Urquiza,179000.0,5.0,0,0,1,1,1,0,84.0,2130.9523809523807
15260,apartment,San Nicolás,128000.0,2.0,0,0,0,0,1,0,70.0,1828.5714285714287
15261,apartment,Recoleta,350000.0,4.0,0,1,0,1,1,0,119.0,2941.176470588235
15262,apartment,San Telmo,200000.0,4.0,0,0,0,1,1,0,90.0,2222.222222222222
15263,apartment,Villa Crespo,89000.0,1.0,0,0,1,1,1,0,38.0,2342.1052631578946
15264,apartment,Palermo,250000.0,4.0,0,1,0,1,0,0,107.0,2336.448598130841
15265,apartment,Parque Centenario,162000.0,3.0,0,0,0,1,0,0,69.0,2347.8260869565215
15266,apartment,Almagro,156000.0,3.0,1,1,0,1,0,0,55.0,2836.3636363636365
15267,store,Recoleta,620000.0,1.0,0,0,0,0,1,0,247.0,2510.1214574898786
15268,apartment,Recoleta,340000.0,4.0,0,0,0,0,1,0,110.0,3090.909090909091
15269,apartment,Paternal,140000.0,3.0,0,1,0,1,1,0,69.0,2028.9855072463768
15270,apartment,Belgrano,130000.0,1.0,0,0,0,1,0,0,39.0,3333.3333333333335
15271,house,Caballito,480000.0,5.0,0,1,1,1,1,0,300.0,1600.0
15272,apartment,Paternal,55000.0,1.0,0,0,0,0,0,0,25.0,2200.0
15273,apartment,Palermo,238000.0,4.0,0,1,1,1,1,0,76.0,3131.5789473684213
15274,apartment,Coghlan,135000.0,3.0,0,0,0,0,0,0,60.0,2250.0
15275,apartment,Parque Avellaneda,69900.0,3.0,0,0,0,0,0,0,58.0,1205.1724137931035
15276,apartment,San Nicolás,72000.0,1.0,1,0,1,1,1,0,24.0,3000.0
15277,apartment,Villa del Parque,125000.0,2.0,0,0,0,1,1,0,68.0,1838.235294117647
15278,PH,Caballito,429000.0,5.0,0,1,0,1,1,0,286.0,1500.0
15279,apartment,Centro / Microcentro,78141.0,1.0,1,0,1,1,1,0,32.0,2441.90625
15280,apartment,San Telmo,112000.0,2.0,1,0,1,1,1,0,46.0,2434.782608695652
15281,apartment,Caballito,53000.0,1.0,0,0,0,0,0,0,18.0,2944.4444444444443
15282,apartment,Colegiales,275000.0,3.0,0,1,1,1,1,0,86.0,3197.6744186046512
15283,apartment,Nuñez,135000.0,1.0,0,0,1,1,0,0,45.0,3000.0
15284,apartment,Recoleta,590000.0,6.0,0,1,1,1,1,0,169.0,3491.1242603550295
15285,apartment,Palermo,275000.0,3.0,0,1,1,1,1,0,86.0,3197.6744186046512
15286,store,Balvanera,110000.0,3.0,0,0,0,0,1,0,60.0,1833.3333333333333
15287,apartment,San Telmo,140000.0,2.0,0,0,0,1,1,0,58.0,2413.793103448276
15288,apartment,Saavedra,820000.0,8.0,0,1,1,1,1,0,600.0,1366.6666666666667
15289,store,Balvanera,135000.0,3.0,0,0,0,0,0,0,82.0,1646.341463414634
15290,PH,Villa Devoto,155000.0,3.0,0,0,0,1,1,0,66.0,2348.4848484848485
15291,store,Almagro,45000.0,1.0,0,0,0,0,1,0,32.0,1406.25
15292,store,Puerto Madero,750000.0,1.0,0,0,0,0,0,0,120.0,6250.0
15293,apartment,Nuñez,279000.0,3.0,0,1,1,1,1,0,76.0,3671.0526315789475
15294,apartment,Flores,186000.0,3.0,0,1,0,1,0,0,66.0,2818.181818181818
15295,apartment,Palermo,399000.0,3.0,0,0,1,1,1,1,87.0,4586.206896551724
15296,PH,Recoleta,149000.0,2.0,1,0,0,1,1,0,86.0,1732.5581395348838
15297,apartment,Villa Crespo,235000.0,4.0,0,1,0,0,1,0,110.0,2136.3636363636365
15298,apartment,Recoleta,93000.0,2.0,0,0,0,0,1,0,32.0,2906.25
15299,store,Congreso,135000.0,1.0,0,0,0,0,0,0,82.0,1646.341463414634
15300,apartment,Barrio Norte,93000.0,2.0,0,0,0,0,1,0,32.0,2906.25
15301,apartment,Recoleta,73000.0,1.0,0,0,0,0,1,0,24.0,3041.6666666666665
15302,apartment,Caballito,135000.0,3.0,0,0,1,0,1,0,47.0,2872.340425531915
15303,apartment,Barrio Norte,73000.0,1.0,0,0,0,0,1,0,24.0,3041.6666666666665
15304,apartment,Barrio Norte,258000.0,4.0,0,0,0,1,1,0,104.0,2480.769230769231
15306,apartment,Palermo,375000.0,2.0,0,1,1,1,1,0,75.0,5000.0
15307,house,Villa Devoto,455000.0,3.0,0,1,1,1,1,0,320.0,1421.875
15308,store,Recoleta,255000.0,3.0,0,0,0,0,1,0,144.0,1770.8333333333333
15309,PH,Almagro,150000.0,3.0,0,0,0,1,1,0,91.0,1648.3516483516485
15310,apartment,Palermo,245000.0,2.0,0,0,0,1,1,0,64.0,3828.125
15311,PH,Almagro,369000.0,6.0,0,1,0,1,0,0,220.0,1677.2727272727273
15312,house,Versalles,205000.0,4.0,0,0,0,1,1,0,167.0,1227.5449101796407
15313,apartment,Belgrano,260000.0,3.0,0,0,0,1,1,0,86.0,3023.2558139534885
15314,apartment,Once,85000.0,3.0,0,0,0,0,0,0,42.0,2023.8095238095239
15315,apartment,Villa Urquiza,160000.0,3.0,0,0,0,1,1,0,70.0,2285.714285714286
15316,apartment,Barracas,140000.0,3.0,0,0,0,1,1,0,75.0,1866.6666666666667
15317,apartment,Belgrano,360000.0,4.0,1,1,1,1,1,0,95.0,3789.4736842105262
15318,apartment,Balvanera,54000.0,1.0,0,0,0,0,1,0,22.0,2454.5454545454545
15319,apartment,Parque Patricios,95000.0,4.0,1,0,0,1,1,0,75.0,1266.6666666666667
15320,apartment,San Cristobal,71000.0,1.0,0,1,1,1,0,0,33.0,2151.5151515151515
15321,apartment,Nuñez,515000.0,4.0,0,1,1,1,1,0,130.0,3961.5384615384614
15322,apartment,Villa Urquiza,210000.0,3.0,0,1,1,1,1,0,78.0,2692.3076923076924
15323,store,Recoleta,495000.0,3.0,0,0,0,0,1,1,151.5,3267.3267326732675
15324,PH,Villa Pueyrredón,124000.0,2.0,0,0,0,1,1,0,88.0,1409.090909090909
15325,house,Saavedra,379000.0,5.0,0,1,0,1,1,0,238.0,1592.436974789916
15326,apartment,Barrio Norte,590000.0,6.0,0,0,1,1,1,0,153.0,3856.2091503267975
15327,apartment,Balvanera,118000.0,3.0,0,0,0,1,1,0,53.0,2226.4150943396226
15328,house,Belgrano,965000.0,4.0,1,1,1,1,1,0,400.0,2412.5
15329,PH,Caballito,178000.0,3.0,0,0,0,1,1,0,79.0,2253.1645569620255
15330,PH,Mataderos,110000.0,3.0,0,0,1,1,1,0,64.0,1718.75
15331,apartment,Monte Castro,122000.0,4.0,0,1,1,1,1,0,65.0,1876.923076923077
15332,apartment,Caballito,119000.0,3.0,0,0,0,0,1,0,43.0,2767.4418604651164
15333,apartment,Caballito,178000.0,4.0,0,0,0,1,0,0,54.0,3296.296296296296
15334,apartment,Belgrano,250000.0,4.0,1,0,1,1,1,0,80.0,3125.0
15335,PH,Villa Pueyrredón,125000.0,3.0,0,0,0,1,1,0,88.0,1420.4545454545455
15336,apartment,Belgrano,76900.0,1.0,0,0,0,0,1,0,30.0,2563.3333333333335
15337,apartment,Recoleta,135000.0,1.0,1,0,0,1,1,0,46.0,2934.782608695652
15338,house,Palermo,965000.0,7.0,0,0,0,1,0,0,323.0,2987.6160990712074
15339,apartment,Recoleta,121000.0,1.0,0,0,0,1,1,0,36.0,3361.1111111111113
15340,apartment,Caballito,139900.0,1.0,1,0,1,1,1,1,54.0,2590.740740740741
15341,house,Nuñez,469000.0,4.0,0,1,0,1,0,0,391.0,1199.4884910485935
15342,apartment,Villa Crespo,230000.0,4.0,0,0,0,1,1,0,86.0,2674.4186046511627
15343,apartment,Villa del Parque,166900.0,4.0,0,1,1,1,1,0,65.0,2567.6923076923076
15344,store,Villa Urquiza,50000.0,1.0,0,0,0,0,1,0,35.5,1408.4507042253522
15345,apartment,Palermo,259000.0,2.0,0,0,1,1,1,0,76.0,3407.8947368421054
15346,apartment,Belgrano,199000.0,3.0,0,1,0,1,1,0,80.0,2487.5
15347,apartment,San Telmo,389000.0,4.0,0,0,1,1,1,0,200.0,1945.0
15348,apartment,Flores,104900.0,3.0,0,0,0,1,1,0,48.0,2185.4166666666665
15349,PH,Parque Chacabuco,255000.0,4.0,0,1,0,1,1,0,166.5,1531.5315315315315
15350,apartment,Balvanera,80000.0,1.0,0,0,0,1,1,0,34.0,2352.9411764705883
15351,apartment,Boedo,68500.0,1.0,0,0,1,1,1,0,30.0,2283.3333333333335
15352,apartment,Villa Lugano,60000.0,3.0,0,1,0,1,1,0,52.0,1153.8461538461538
15353,apartment,Paternal,225000.0,4.0,0,0,1,1,1,0,145.5,1546.3917525773195
15354,apartment,Palermo,170000.0,2.0,0,0,1,1,1,0,50.0,3400.0
15355,apartment,Villa Pueyrredón,150860.0,3.0,0,1,0,1,1,0,51.0,2958.0392156862745
15356,apartment,Villa Pueyrredón,158840.0,3.0,0,1,0,1,1,0,51.0,3114.5098039215686
15357,apartment,Villa Pueyrredón,158840.0,3.0,0,1,0,1,1,0,51.0,3114.5098039215686
15358,apartment,Villa Pueyrredón,159600.0,3.0,0,1,0,1,1,0,51.0,3129.4117647058824
15359,apartment,Puerto Madero,598000.0,2.0,1,1,1,0,1,0,135.0,4429.62962962963
15360,apartment,Balvanera,70000.0,2.0,0,0,0,0,1,0,34.0,2058.823529411765
15361,apartment,Monserrat,90000.0,2.0,1,0,1,1,1,0,47.0,1914.8936170212767
15362,apartment,Recoleta,420000.0,4.0,0,1,1,1,1,0,161.0,2608.695652173913
15363,apartment,Belgrano,112000.0,1.0,0,0,0,0,0,0,37.0,3027.027027027027
15364,apartment,Villa Urquiza,410000.0,4.0,1,1,1,1,1,0,121.0,3388.4297520661157
15365,apartment,San Nicolás,94000.0,3.0,0,0,0,0,1,0,40.0,2350.0
15366,apartment,Coghlan,149900.0,2.0,1,1,0,1,0,0,61.0,2457.377049180328
15367,apartment,San Cristobal,99000.0,2.0,0,1,1,1,0,0,46.0,2152.1739130434785
15368,house,Villa Devoto,245000.0,3.0,0,1,0,1,1,0,141.0,1737.5886524822695
15369,PH,Villa Luro,165000.0,4.0,0,0,0,1,1,0,117.0,1410.2564102564102
15370,PH,Mataderos,75000.0,2.0,0,0,0,1,1,0,46.0,1630.4347826086957
15371,apartment,Belgrano,530000.0,4.0,1,1,1,1,1,0,205.0,2585.3658536585367
15372,apartment,Almagro,160000.0,3.0,0,1,0,1,1,0,72.0,2222.222222222222
15373,apartment,Recoleta,360000.0,4.0,1,0,0,0,1,0,130.0,2769.230769230769
15374,apartment,Recoleta,720000.0,4.0,0,1,0,0,1,0,194.0,3711.340206185567
15375,apartment,Recoleta,720000.0,5.0,1,1,1,1,1,0,213.0,3380.281690140845
15376,apartment,Retiro,395000.0,4.0,0,1,1,1,1,1,148.0,2668.9189189189187
15377,apartment,Palermo,1000000.0,7.0,0,1,1,1,1,0,360.0,2777.777777777778
15378,apartment,Parque Chas,118320.0,3.0,0,1,1,0,1,1,50.0,2366.4
15379,PH,Villa Devoto,200000.0,3.0,0,0,0,1,1,0,90.0,2222.222222222222
15380,PH,Villa Urquiza,235000.0,4.0,0,0,0,1,1,0,140.0,1678.5714285714287
15381,apartment,Belgrano,210000.0,3.0,0,1,1,1,1,0,80.0,2625.0
15382,apartment,Recoleta,365000.0,4.0,0,0,0,1,1,0,161.0,2267.080745341615
15383,apartment,Saavedra,164000.0,2.0,0,1,0,0,1,0,57.0,2877.1929824561403
15384,apartment,Palermo,70000.0,1.0,0,0,0,1,1,0,28.5,2456.1403508771928
15385,apartment,Saavedra,115000.0,1.0,0,1,1,1,1,0,45.0,2555.5555555555557
15386,apartment,Balvanera,85000.0,2.0,0,0,0,1,1,0,53.0,1603.7735849056603
15387,apartment,Belgrano,122000.0,1.0,0,1,1,1,1,0,51.5,2368.9320388349515
15388,apartment,Monte Castro,75000.0,1.0,0,0,0,1,1,1,35.0,2142.8571428571427
15389,apartment,Villa Urquiza,111000.0,1.0,0,1,0,1,1,0,41.0,2707.317073170732
15390,apartment,Belgrano,95000.0,2.0,0,0,0,0,1,0,37.0,2567.5675675675675
15391,apartment,Villa Crespo,85800.0,1.0,0,0,1,0,0,0,40.0,2145.0
15392,apartment,Belgrano,135000.0,1.0,0,1,0,1,1,0,51.5,2621.359223300971
15393,apartment,Belgrano,122000.0,1.0,0,1,1,1,1,0,51.5,2368.9320388349515
15394,apartment,Villa Crespo,85799.0,1.0,1,1,1,1,0,0,40.0,2144.975
15395,apartment,Villa Urquiza,125000.0,1.0,1,1,0,1,1,1,59.0,2118.64406779661
15396,apartment,Belgrano,122000.0,1.0,0,1,1,1,1,0,51.5,2368.9320388349515
15397,apartment,Villa Crespo,174200.0,1.0,0,0,1,1,0,0,58.0,3003.448275862069
15398,apartment,Villa Crespo,92000.0,1.0,0,0,1,1,1,0,40.0,2300.0
15399,apartment,Villa Crespo,114800.0,1.0,0,0,1,1,0,0,40.0,2870.0
15400,apartment,Villa Crespo,92400.0,1.0,1,0,1,1,0,0,40.0,2310.0
15401,apartment,Belgrano,390000.0,4.0,0,1,1,1,1,0,154.0,2532.4675324675327
15402,apartment,Villa Crespo,92400.0,1.0,0,1,1,0,0,0,40.0,2310.0
15403,apartment,Villa Crespo,92400.0,1.0,1,0,1,1,0,0,40.0,2310.0
15404,apartment,Villa Crespo,98400.0,1.0,1,0,1,0,0,0,40.0,2460.0
15405,apartment,Villa Urquiza,109000.0,1.0,0,1,1,1,1,0,41.0,2658.5365853658536
15406,apartment,Villa Urquiza,103000.0,1.0,1,1,0,1,1,0,41.0,2512.1951219512193
15407,apartment,Villa Urquiza,103000.0,1.0,0,1,0,1,1,0,41.0,2512.1951219512193
15408,apartment,Villa Urquiza,106000.0,1.0,1,1,0,1,1,0,41.0,2585.3658536585367
15409,apartment,Villa Urquiza,159000.0,2.0,1,1,0,1,1,0,59.0,2694.915254237288
15410,apartment,Caballito,325000.0,4.0,0,1,1,1,1,0,151.0,2152.317880794702
15411,apartment,Caballito,88000.0,2.0,0,0,0,1,1,0,43.0,2046.5116279069769
15412,store,Mataderos,50000.0,1.0,0,0,0,0,0,0,37.5,1333.3333333333333
15413,apartment,Boca,135000.0,3.0,0,0,0,1,1,0,79.5,1698.1132075471698
15414,apartment,Flores,158000.0,4.0,0,0,0,0,1,0,69.0,2289.855072463768
15415,apartment,Palermo,160000.0,2.0,0,1,1,1,1,1,50.0,3200.0
15416,apartment,Floresta,230000.0,4.0,0,0,0,1,1,0,141.0,1631.2056737588653
15417,apartment,Caballito,245000.0,4.0,0,0,0,1,1,0,88.0,2784.090909090909
15418,house,Villa del Parque,253000.0,3.0,0,0,0,1,1,0,165.0,1533.3333333333333
15419,apartment,Recoleta,690000.0,4.0,0,0,0,1,1,0,161.0,4285.714285714285
15420,apartment,Palermo,327000.0,4.0,1,1,0,1,1,0,141.0,2319.148936170213
15421,apartment,Puerto Madero,300000.0,3.0,0,1,1,0,0,0,51.0,5882.35294117647
15422,apartment,Recoleta,72000.0,1.0,0,0,0,0,0,0,26.5,2716.9811320754716
15423,apartment,Caballito,88000.0,2.0,0,0,0,0,1,0,43.0,2046.5116279069769
15424,apartment,San Telmo,69900.0,2.0,0,1,0,0,1,0,34.0,2055.8823529411766
15425,house,Villa del Parque,580000.0,5.0,0,1,1,1,1,0,345.0,1681.159420289855
15426,apartment,Congreso,175000.0,3.0,0,0,1,1,1,0,110.0,1590.909090909091
15427,apartment,Boedo,76000.0,1.0,0,1,1,1,0,0,33.0,2303.030303030303
15428,apartment,Villa Urquiza,135000.0,4.0,0,1,1,1,1,0,42.0,3214.285714285714
15429,house,Caballito,489000.0,6.0,0,1,0,1,0,0,430.0,1137.2093023255813
15430,apartment,Congreso,87500.0,2.0,0,0,1,1,0,0,46.0,1902.1739130434783
15431,apartment,Barracas,510000.0,4.0,0,1,0,1,1,0,270.0,1888.888888888889
15432,apartment,Once,115000.0,2.0,0,0,0,1,1,0,48.0,2395.8333333333335
15433,apartment,Villa Urquiza,89500.0,1.0,1,1,0,1,1,1,36.0,2486.1111111111113
15434,apartment,Balvanera,55000.0,1.0,0,0,0,0,0,0,27.0,2037.037037037037
15435,apartment,Caballito,175000.0,3.0,0,0,0,1,1,0,65.0,2692.3076923076924
15436,apartment,Recoleta,450000.0,3.0,1,0,0,1,1,0,184.0,2445.6521739130435
15437,apartment,Caballito,75000.0,1.0,0,0,0,1,1,0,36.0,2083.3333333333335
15438,apartment,Barrio Norte,480000.0,5.0,0,0,0,1,1,0,153.0,3137.2549019607845
15439,apartment,Floresta,138000.0,5.0,0,0,0,0,1,0,77.5,1780.6451612903227
15440,apartment,San Telmo,118000.0,2.0,0,0,1,0,1,0,45.0,2622.222222222222
15441,apartment,Belgrano,250000.0,4.0,0,0,0,1,1,0,91.0,2747.252747252747
15442,apartment,Colegiales,250000.0,4.0,0,0,0,1,1,0,91.0,2747.252747252747
15443,house,Pompeya,370000.0,4.0,0,0,0,1,1,0,338.0,1094.6745562130177
15444,apartment,Villa Urquiza,140000.0,1.0,0,1,1,1,1,0,44.0,3181.818181818182
15445,apartment,Caballito,68000.0,1.0,0,0,0,1,0,1,26.0,2615.3846153846152
15446,PH,Palermo,115000.0,2.0,1,0,0,1,1,0,41.0,2804.878048780488
15447,house,Nuñez,790000.0,6.0,0,1,1,1,1,0,391.0,2020.460358056266
15448,apartment,Mataderos,90000.0,4.0,0,0,0,1,1,0,60.0,1500.0
15449,house,Boedo,330000.0,6.0,0,1,0,0,1,0,220.0,1500.0
15450,apartment,Flores,490000.0,5.0,0,1,1,1,1,0,254.0,1929.1338582677165
15451,store,Flores,114750.0,1.0,0,0,0,0,0,0,58.0,1978.448275862069
15452,apartment,Flores,200000.0,3.0,0,0,1,1,1,0,88.0,2272.7272727272725
15453,apartment,Caballito,99000.0,2.0,1,0,0,1,0,0,45.0,2200.0
15454,PH,Caballito,135000.0,3.0,1,0,0,1,1,0,60.0,2250.0
15455,house,Flores,340000.0,5.0,0,0,1,1,1,0,276.0,1231.8840579710145
15456,PH,Caballito,195000.0,3.0,0,0,0,1,1,0,94.0,2074.468085106383
15457,apartment,Flores,98000.0,2.0,0,0,0,1,1,0,44.0,2227.2727272727275
15458,house,Caballito,530000.0,5.0,0,0,1,1,1,0,390.0,1358.974358974359
15459,apartment,Caballito,175000.0,3.0,0,1,0,1,1,0,70.0,2500.0
15460,apartment,Saavedra,127000.0,2.0,0,0,0,1,0,0,54.0,2351.8518518518517
15461,apartment,Caballito,660000.0,5.0,0,0,1,1,1,0,270.0,2444.4444444444443
15462,apartment,Caballito,65000.0,1.0,0,0,1,1,1,0,31.0,2096.7741935483873
15463,apartment,Caballito,116000.0,2.0,0,0,1,1,1,0,51.0,2274.5098039215686
15464,apartment,Puerto Madero,437000.0,2.0,0,1,1,1,1,0,78.0,5602.5641025641025
15465,apartment,Mataderos,85000.0,2.0,0,0,0,1,1,1,44.0,1931.8181818181818
15466,apartment,Balvanera,140000.0,3.0,0,0,1,1,1,0,70.0,2000.0
15467,PH,Caballito,129000.0,2.0,0,0,1,1,1,0,63.0,2047.6190476190477
15468,apartment,Recoleta,360000.0,3.0,0,0,1,1,1,0,87.0,4137.931034482759
15469,apartment,Balvanera,125000.0,3.0,0,0,0,1,1,0,75.0,1666.6666666666667
15470,apartment,Recoleta,420000.0,3.0,0,1,1,1,1,0,97.0,4329.896907216495
15471,apartment,Villa Devoto,229000.0,4.0,0,0,1,1,1,0,107.0,2140.1869158878503
15472,apartment,Las Cañitas,116000.0,1.0,0,0,0,1,0,1,31.0,3741.935483870968
15473,PH,Monserrat,212000.0,4.0,0,0,0,1,1,0,169.0,1254.4378698224853
15474,apartment,Palermo,390000.0,2.0,0,1,1,0,0,0,81.0,4814.814814814815
15475,apartment,Recoleta,590000.0,4.0,0,0,0,0,1,0,157.0,3757.9617834394903
15476,apartment,Puerto Madero,1890000.0,4.0,0,1,1,1,1,0,422.0,4478.672985781991
15477,apartment,Palermo,265000.0,3.0,0,1,1,1,0,0,98.0,2704.081632653061
15478,apartment,Belgrano,265000.0,3.0,0,1,1,1,0,0,98.0,2704.081632653061
15479,apartment,Chacarita,82000.0,1.0,0,0,1,1,1,0,30.0,2733.3333333333335
15480,apartment,Liniers,290000.0,4.0,0,1,1,1,1,0,205.0,1414.6341463414635
15481,apartment,Caballito,148500.0,2.0,0,1,1,1,1,1,43.0,3453.4883720930234
15482,house,Chacarita,420000.0,4.0,0,0,1,1,1,0,180.0,2333.3333333333335
15483,PH,Barrio Norte,168000.0,3.0,0,0,0,0,0,0,71.0,2366.1971830985917
15484,store,Barrio Norte,28000.0,1.0,0,0,0,1,0,0,19.0,1473.6842105263158
15485,apartment,Tribunales,65000.0,1.0,0,0,0,0,0,0,23.0,2826.086956521739
15486,apartment,Barrio Norte,420000.0,3.0,0,1,1,1,1,0,97.0,4329.896907216495
15487,apartment,Palermo,399000.0,2.0,0,1,1,1,1,0,98.0,4071.4285714285716
15488,PH,Floresta,125000.0,3.0,0,0,0,1,1,0,74.0,1689.1891891891892
15489,apartment,San Telmo,45000.0,1.0,0,0,0,0,1,0,23.0,1956.5217391304348
15490,apartment,Palermo,112000.0,2.0,0,0,0,1,1,0,48.0,2333.3333333333335
15491,apartment,Recoleta,149000.0,1.0,0,0,1,1,1,1,41.0,3634.1463414634145
15492,apartment,Palermo,320000.0,2.0,0,1,1,1,1,0,70.0,4571.428571428572
15493,apartment,Palermo,280000.0,4.0,1,0,0,1,1,0,94.0,2978.723404255319
15494,store,Centro / Microcentro,56000.0,2.0,0,0,0,0,0,0,30.0,1866.6666666666667
15495,apartment,Colegiales,131596.0,1.0,0,1,1,1,0,0,50.0,2631.92
15496,apartment,Colegiales,275940.0,3.0,0,1,1,1,0,0,93.0,2967.0967741935483
15497,apartment,Villa Urquiza,85000.0,1.0,1,0,1,1,1,0,36.0,2361.1111111111113
15498,apartment,Colegiales,356663.0,3.0,0,1,1,1,0,0,180.0,1981.4611111111112
15499,apartment,Colegiales,261119.0,3.0,0,1,1,1,0,0,98.0,2664.4795918367345
15500,apartment,Colegiales,269696.0,3.0,0,1,1,1,0,0,98.0,2752.0
15501,house,Flores,270000.0,5.0,0,0,0,1,1,0,251.0,1075.6972111553785
15502,PH,Belgrano,129900.0,3.0,0,0,0,1,1,0,50.0,2598.0
15503,apartment,Barrio Norte,159000.0,2.0,1,0,0,1,1,0,67.0,2373.134328358209
15504,apartment,Caballito,170000.0,3.0,0,0,0,1,1,0,74.0,2297.2972972972975
15505,apartment,Recoleta,130000.0,1.0,0,0,0,1,0,0,42.0,3095.2380952380954
15506,apartment,Puerto Madero,1649000.0,5.0,0,1,1,0,1,0,195.0,8456.410256410256
15507,apartment,Flores,120000.0,2.0,0,0,0,1,1,0,43.0,2790.6976744186045
15508,apartment,Caballito,120000.0,2.0,0,0,0,1,1,0,43.0,2790.6976744186045
15509,apartment,Caballito,160000.0,2.0,0,0,1,1,0,1,89.0,1797.752808988764
15510,apartment,Parque Centenario,215000.0,2.0,0,0,0,0,1,0,105.0,2047.6190476190477
15511,apartment,Agronomía,126480.0,2.0,0,1,1,1,1,0,50.0,2529.6
15512,apartment,Agronomía,117300.0,2.0,0,1,1,1,1,0,48.0,2443.75
15513,apartment,Agronomía,145860.0,2.0,0,1,1,1,1,0,70.0,2083.714285714286
15514,apartment,Monserrat,115000.0,3.0,0,0,0,1,1,0,62.0,1854.8387096774193
15515,apartment,Puerto Madero,749000.0,4.0,0,1,1,1,0,0,130.0,5761.538461538462
15516,apartment,Balvanera,130000.0,4.0,0,0,1,1,1,0,72.0,1805.5555555555557
15517,store,Villa Urquiza,65000.0,1.0,0,0,0,0,1,0,45.0,1444.4444444444443
15518,apartment,Palermo,72000.0,1.0,0,0,1,0,0,0,26.0,2769.230769230769
15519,PH,Villa Real,156000.0,3.0,1,0,1,1,0,0,79.0,1974.6835443037974
15520,PH,Villa Real,159000.0,3.0,0,0,1,1,0,0,88.0,1806.8181818181818
15521,apartment,Almagro,130000.0,2.0,0,1,1,1,1,0,45.0,2888.8888888888887
15522,apartment,Balvanera,130000.0,2.0,0,1,1,1,1,0,45.0,2888.8888888888887
15523,apartment,Agronomía,95000.0,1.0,1,0,0,1,1,0,42.0,2261.904761904762
15524,apartment,Palermo,118735.0,1.0,0,0,1,0,1,0,49.0,2423.1632653061224
15525,apartment,Palermo,127150.0,1.0,0,0,1,0,1,0,49.0,2594.8979591836733
15526,apartment,Palermo,129693.0,1.0,0,0,1,0,1,0,49.0,2646.795918367347
15527,apartment,Palermo,120030.0,1.0,0,0,1,1,1,0,48.0,2500.625
15528,apartment,Palermo,122436.0,1.0,0,0,1,1,1,0,48.0,2550.75
15529,apartment,Palermo,125132.0,1.0,0,0,1,1,1,0,48.0,2606.9166666666665
15530,apartment,Palermo,130185.0,1.0,0,0,1,1,1,0,48.0,2712.1875
15531,apartment,Palermo,137163.0,1.0,0,0,1,1,1,0,48.0,2857.5625
15532,apartment,Palermo,255149.0,3.0,0,0,1,1,1,0,96.0,2657.8020833333335
15533,apartment,Palermo,300000.0,3.0,0,0,1,1,1,0,100.0,3000.0
15534,apartment,Palermo,263561.0,3.0,0,0,1,1,1,0,97.0,2717.1237113402062
15535,apartment,Palermo,286803.0,3.0,0,0,1,1,1,0,98.0,2926.561224489796
15536,apartment,Caballito,134800.0,3.0,0,1,1,1,1,0,63.0,2139.6825396825398
15537,apartment,Caballito,161400.0,3.0,0,1,1,1,1,0,74.0,2181.0810810810813
